genus	BB	BD	BN	CS	CT	FD	FJ	FL	JTW	LH	WS	WZ	XZY	YJC	YW	YY	ZG	ZX	BB2	BD2	BN2	CS2	CT2	FD2	FJ2	FL2	JTW2	LH2	WS2	WZ2	XZY2	YJC2	YW2	YY2	ZG2	ZX2	BB3	BD3	BN3	CS3	CT3	FD3	FJ3	FL3	JTW3	LH3	WS3	WZ3	XZY3	YJC3	YW3	YY3	ZG3	ZX3
g__Ctenochauliodes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025210084	0	0	0	0.002118644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Osmylus	0	0.104651163	0	0	0	0	0	0	0.1	0	0.015197568	0.577889447	0.216216216	0.023529412	0	0.016260163	0.093617021	0	0.008403361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Potamyia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106383	0	0.008403361	0	0.00245098	0	0.002118644	0	0	0	0.004231312	0.092427617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hellyethira	0	0	0	0	0	0	0.898305085	0	0	0	0	0	0	0	0	0	0	0	0.008403361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sinocalanus	0	0.000134035	0.000209864	0	0	0	0	0	0.00047124	0.000906755	0.007449058	0	4.11997E-05	0	0.000133797	0	0	0	0.002231165	0.00699812	0	0.000460193	0.000936641	0.035987566	0.047470631	0.002620778	0.000119427	2.61938E-05	0.067456833	0.005215554	0.004551539	0.000206911	0.001131478	0.018067914	0.048473097	0.006099144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudodiaptomus	0	0.719833797	0	0.002269133	0.006273709	0.000104771	0.001379738	0	0.002444556	0	0.600778547	0.001965339	0.002801582	0.0317172	0.207519401	0	0.511877726	0.211551074	0.000119527	0.800292459	0.005528892	0.004878049	0.010907333	0	0.001438504	0	0.011584395	0.003457579	0.046239391	0.059219647	0.018473896	0.017173598	0.009957004	0.003722535	0.005089675	0.380179946	0	0.159164345	0	0.003650929	0	0.000134467	0.01669024	0.000530973	0	0	0.004757907	0.816541974	0.01017341	0.045313	0.066571522	0.125721385	6.62173E-05	2.80316E-05
g__Mesocyclops	0.000274821	0.000670174	0	0.000171904	0.000437701	0.035621988	0.002224475	0.000279508	0.041380732	0.032454284	4.80584E-05	8.93336E-05	0	0.002375297	0	0.00013611	0.00046862	0	3.98422E-05	0	0	0	0	0	0.000239751	0	0	2.61938E-05	0	0	0	0.000620732	0	0.002542219	0.000242365	0	0.000547345	0	0	0	0	0	7.07214E-05	0	0	0	0.013354124	3.75016E-05	0	0	0	4.00769E-05	0	0.000616696
g__Euphausia	0	0	0	0	0	0	0	0	0	0	0	0	0.000535597	0.008802571	0.001605566	0	3.60477E-05	0	3.98422E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002463054	0	0	0	0	0	0	0	0.013870246	0.000753239	0	0	0	0	0	0	0	0
g__Nematoscelis	0	0	6.99545E-05	0	0	0	0	0	2.94525E-05	0	0.000120146	0	0	0	0	0	0	4.09903E-05	1.99211E-05	5.22248E-05	1.91975E-05	0	0.000483428	0.0005978	0.003356509	0	0	0	0.002780217	0.000264079	0.000267738	0	0.00203666	9.07935E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237862	0	0	0
g__Sacculina	0	0	0	0.001684659	0	6.9847E-05	1.4079E-05	0	0	0	0.000768935	0.000402001	0.001853988	0.00125751	0.000267594	0.00108888	0.02822537	0	1.99211E-05	0	0	0	3.02142E-05	0	0	0	0	0.000419101	0	0	0	0	0	0	0	0	0	0	0.000395439	0	0	0	0.000212164	0	0	0	0	0	0	1.68325E-05	0.019415455	0	1.32435E-05	0
g__Carybdea	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000558893	0	0	0	0	0.00017929	0	0.022038779	0	0.000181285	0	0	0	0.000238854	2.61938E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cordylophora	0.00312297	3.35087E-05	0.000909409	0	0	0.000838164	1.4079E-05	0.000559016	0.000147262	7.55629E-05	0.00060073	0.000268001	0.007498352	0.00125751	0.003344929	0.00095277	0.000288382	2.04952E-05	5.97633E-05	0	0	0	6.04284E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003361188	0.002043103	0.000886148	0	0.003496151	0.007355021	0.001238938	0	0	0.00547759	0.000318764	0.005163776	0.005218065	0.004757232	0.000641231	0.006184693	8.40949E-05
g__Coryne	0	0.000134035	0.000139909	3.43808E-05	0	0	0	0	0.001060289	7.55629E-05	4.80584E-05	0.000804002	0.000123599	0.000279447	0.000267594	0.000748605	3.60477E-05	0	1.99211E-05	0.00010445	0.001075062	0.000184077	9.06427E-05	0.00155428	0.000479501	9.88973E-05	3.98089E-05	2.61938E-05	0	0.000264079	0	0	0.000226296	9.07935E-05	0.000242365	4.32563E-05	0	0	0.000131813	0	0	0.000470636	0.000424328	0.000176991	0	0	0.000199912	7.50033E-05	0	0	5.94654E-05	0	2.64869E-05	0
g__Hydra	0.000149903	3.35087E-05	0.006225953	0.00130647	0.005544208	0.000139694	4.22369E-05	0.001118032	0.000176715	0.000113344	0	0.00263534	0.002595583	0.000558893	0.000133797	0.000884715	0	6.14855E-05	0.011594087	0.000156674	9.59877E-05	0.000276116	9.06427E-05	0.00083692	0.000479501	0.007219503	0.000318471	0.000838201	0.000292654	0.002970885	0	0	0	9.07935E-05	0.001211827	0.00082187	0	0	0.000527252	0.000319013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rathkea	0	0	6.99545E-05	0.000240666	0.000437701	0.000908011	0	0.000598946	0.002827438	0.00128457	0	0	0	0.000139723	0.000535189	0	0	0	0.001354636	0	0.001420618	0.001196503	0.002749494	0.0017934	0	0.001730703	0.004179936	0.004191005	0	0.000396118	0.000267738	0.000206911	0	0.000272381	0	0.000605589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Zanclea	0.024334183	0.042220956	0	0.000103142	0.01415232	0.000942935	1.4079E-05	3.99297E-05	0.003534297	0.012165634	0.000576701	0.013176702	0.002389585	0.001397233	0.002408349	0.001020825	0.002126816	8.19807E-05	1.99211E-05	0.000365573	0	0	3.02142E-05	0.00047824	0.001198753	0	0.001154459	7.85813E-05	0	0.000462138	0.003480589	0.001034554	0.000452591	0.004539677	0	8.65127E-05	0.006568144	0	0.000131813	0.000496243	0	0	0.000353607	8.84956E-05	0.008053691	0.002109069	0.002798769	9.37541E-05	0	3.36649E-05	0	0.000200385	0	2.80316E-05
g__Aglaophenia	9.9935E-05	0.000301578	0.008744316	0.002647322	0.002918004	0.001466788	2.81579E-05	0.001038173	0.001855506	0.004836028	0.00062476	0.002099339	0.000782795	0.000279447	0.000401391	0.00258609	0.000180239	6.14855E-05	0.009542213	0.000626697	0.000134383	0.001748734	9.06427E-05	0.005141081	0.004555263	0.003115265	0.00441879	0.000419101	0.012437811	0.007658282	0.015528782	0.011380095	0.00610998	0.005266025	0.00751333	0.005407042	0	0.000687094	0.005074804	0.000673472	0.000941176	0.000403402	0.028005658	8.84956E-05	0.000223714	0.000903887	0.00115949	0.000131256	0.000231214	0.002272383	0.000654119	4.00769E-05	0.000105948	5.60632E-05
g__Orthopyxis	0	0	0	3.43808E-05	0.000875401	0.000104771	0	3.99297E-05	0.000176715	7.55629E-05	2.40292E-05	0.000312668	0.000123599	0.000558893	0.000401391	6.8055E-05	0	2.04952E-05	7.96844E-05	0	0.003378768	0.000276116	0.008127625	0.00035868	0.000959003	0.000692281	3.98089E-05	0.000104775	0	6.60197E-05	0.001606426	0.006000414	0	0.001271109	0.001938924	8.65127E-05	0	1.85701E-05	0	0	0	0	7.07214E-05	0	0	0	3.99824E-05	3.75016E-05	0	1.68325E-05	8.91981E-05	4.00769E-05	2.64869E-05	0
g__Antennella	0	0	0	3.43808E-05	0	0	0	0	0	0	0	8.93336E-05	0.000205999	0	0	0.00027222	0	2.04952E-05	1.99211E-05	0.00010445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lafoea	0	0	0	0	0.000437701	0	4.22369E-05	0	0	3.77815E-05	0	4.46668E-05	0.008157548	0.00041917	0.001471769	0	3.60477E-05	0	3.98422E-05	0	0	0.000184077	0.000120857	0.00047824	0	0	0.000278662	5.23876E-05	0	0	0	0	0	0	0	0.000216282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280539	0	0
g__Laodicea	0.005821216	0.00026807	0	6.87616E-05	0	0	0.004955792	0.000159719	0.000795217	0.002002418	0.001441753	0.000268001	8.23995E-05	0	0	0.00013611	0	0.006087063	0.000159369	0	0	0	6.04284E-05	0	0.005514265	0	0.000796178	0	0	0	0	0.000206911	0	0.001361903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Obelia	0.000499675	0.000167543	0.000279818	0.00085952	0.000583601	0.001012782	0.000464606	0.001357611	0.001237004	0.002266888	0.000144175	0.001340004	0.001235992	0.00461087	0.004013915	0.00027222	0.000432573	0.000163961	0.000159369	0.000417798	0.001036667	0.001012425	0.0002115	0.0005978	0.003356509	0.000197795	0.016281847	0.003693323	0.001463272	0.000330098	0.002945114	0.005793503	0.005431093	0.005992373	0.000969462	0.002854918	0.000273673	0.000519963	0.005865682	0.005210549	0	0.000840421	0.001202263	0.000353982	0	0.000301296	0.000599736	0.000206259	0.001156069	0.001245603	0.001278506	0.00288554	0.001483267	0.00016819
g__Agalma	0	0.000100526	0.000699545	0.000275046	0.009045813	0.000139694	0.0002675	0.000718735	0.000147262	0.000415596	0.000384468	8.93336E-05	8.23995E-05	0.000279447	0.000401391	0.000204165	0.000252334	0.000348418	0.000139448	0	0.001075062	0.002116889	0.004260205	0.003347681	0.000959003	0.002126292	0.001313694	0.002226471	0.000146327	0.004753417	0.020080321	0.006828057	0.002489251	0.005810786	0.000242365	4.32563E-05	0	5.57103E-05	0.006261122	7.08918E-05	0	3.36168E-05	7.07214E-05	0.000265487	0	0	7.99648E-05	3.75016E-05	0	1.68325E-05	0	0.000120231	2.64869E-05	0
g__Marrus	0	0	0.000139909	0	0	0	4.22369E-05	3.99297E-05	0	0	2.40292E-05	8.93336E-05	0.000123599	0.000279447	0	0	0	0	0.001474162	0.00010445	1.91975E-05	0.000276116	0.000271928	0	0	4.94486E-05	7.96178E-05	0	0.000292654	0.000330098	0	0.000413822	0	0	0.000242365	0	0	0.000408542	0	3.54459E-05	0	0.000201701	0.000424328	0	0	0	0.000639719	0	7.70713E-05	3.36649E-05	5.94654E-05	0.000120231	5.29738E-05	0
g__Nanomia	0.014090841	0.000670174	0.002518363	0.012789658	0.010358915	0.021792275	1.4079E-05	0.020364159	0.00368156	0.004231525	0.000865052	0.037118099	0.002224786	0.005169764	0.00280974	0.14434463	0.000973289	0.000409903	3.98422E-05	5.22248E-05	0.000191975	0.003129314	0.000725141	0.00047824	0	0.000692281	0.000119427	0.00020955	0	0	0.000803213	0	0	0.000272381	0.000242365	0.000259538	0.000821018	0.000371402	0.001120411	0.003863604	0	0.000336168	0.003182461	0.007876106	0	0	0.000679701	0.002850125	0.000154143	0.000151492	0.000178396	0.003647002	1.32435E-05	0.001709929
g__Apolemia	0	0.000603157	0.000979363	0.000206285	0.000729501	3.49235E-05	5.63158E-05	0.000159719	0.000706859	0.000340033	0.000192234	0.000178667	8.23995E-05	0	0.000133797	0.00013611	7.20955E-05	0	9.96056E-05	0.002976812	0.000211173	0.001748734	0.001178355	0.0005978	0.110764805	0.000939524	0.00035828	0.000288132	0.117647059	0.003895161	0.002677376	0.000620732	0.001357773	0.025240603	0.001938924	0.000216282	0.002189381	0	0	0	0	0	0	0.00079646	0	0.000301296	0	0	0	0	0	0	0	0
g__Forskalia	0	0.000335087	0	0	0.001167202	0	8.44737E-05	3.99297E-05	0	0	0.000408497	0	0.064889585	0.009221741	0.002943538	0	0.000576764	0	0.000338659	0	0	0	0	0	0	0.00108787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Physophora	4.99675E-05	0	0.000349773	3.43808E-05	0.001167202	0	0	0	0.000854122	7.55629E-05	0	4.46668E-05	0	0.000139723	0	6.8055E-05	0	0	0.000757002	0.004543555	0	9.20387E-05	0	0.003586801	0.049868137	0.000296692	7.96178E-05	2.61938E-05	0.018876207	0.097379019	0.25167336	0.308710946	0.268386513	0.056110405	0.073194377	0.000951639	0	0	0	0.000567135	0	0	0	0	0	0	7.99648E-05	0	0	0	0	0.000400769	0	0
g__Aurelia	0	0.000636665	6.99545E-05	0.000103142	0.005544208	0	0	0	0.000942479	0	0	0	4.11997E-05	0	0	0	0	2.04952E-05	5.97633E-05	0	0.000230371	0.000736309	0.000453213	0.00095648	0	0.000543935	0.000278662	0.00020955	0	0	0.000267738	0	0.000226296	9.07935E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00015993	0	0	0	0	0	0	0
g__Limnoperna	0.015190126	0	0	0	0.004522906	0.000244465	0	0.013616036	0.001001384	0.000528941	0	8.93336E-05	0	0	0	0	0	0	1.99211E-05	0.000365573	0.001401421	0	0.000906427	0	0	0	0.003105096	0.000890589	0	6.60197E-05	0.002677376	0.002276019	0.003847024	0	0.000242365	0	0.001094691	3.71402E-05	0.007315626	0	0	0	0	0.013982301	0.000223714	0	0	3.75016E-05	0.007090559	0.006396337	0	4.00769E-05	1.32435E-05	0
g__Laternula	0.002773197	0.00103877	6.99545E-05	0	0	3.49235E-05	0	0	0	3.77815E-05	0	8.93336E-05	0.002513184	0.026826883	0.009365801	0	0.000720955	0	7.96844E-05	0.000992271	0.000441543	9.20387E-05	0.002689065	0.0017934	0.013665788	0.000890076	0.011902866	0.004243393	0.007023705	0.00812042	0.015261044	0.004138216	0.013804028	0.001906664	0.032961706	0.000129769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cyclonaias	0	0	0	0	0	0	0	0	8.83574E-05	0	0	0	0	0	0	0	0	0	0.001414399	0.000261124	1.91975E-05	0	0	0.00167384	0.000959003	0.00108787	0.000119427	0	0	0	0.000535475	0.000827643	0.001584069	0.000363174	0.000242365	0.000389307	0	0	6.59065E-05	0	0	3.36168E-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Notopala	2.49838E-05	0	0.000419727	0.004091315	0.000437701	0.001257247	0	0.000399297	0	0.000226689	0	4.46668E-05	0	0	0.000133797	0	0	0	3.98422E-05	0.000261124	3.83951E-05	0.006442706	0.002870351	0.007173601	0.000239751	0.005142659	3.98089E-05	5.23876E-05	0.001316945	0.001518452	0.000267738	0	0	0.001452697	0.000484731	4.32563E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Siphopteron	0	0	0	0	0	0	0	0	0	0	0	4.46668E-05	8.23995E-05	0	0	0	0	0	3.98422E-05	0	3.83951E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fluminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000978063	0	0	0	0	3.98422E-05	0	0.014398157	0	0.000120857	0	0	0	0.000159236	2.61938E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Noumeaella	0	3.35087E-05	0	0	0	0	0	0	0	0	0	0	0.001318392	0.000139723	0	0	0	0	1.99211E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Samla	2.49838E-05	0	6.99545E-05	0.000481331	0.002626204	3.49235E-05	0	3.99297E-05	0	7.55629E-05	0	0	0	0	0	0	0	0	3.98422E-05	0	9.59877E-05	0	0	0.00011956	0	0	0	0	0	0.000264079	0	0	0	0.000453968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Taphrenalla	0	0.000134035	0	0	0.0002918	0	0	0	5.8905E-05	0	0	0	0	0	0.000133797	6.8055E-05	0	0	1.99211E-05	0.000156674	0.00554809	0	0	0	0	0	3.98089E-05	0.000104775	0	0	0	0	0	0.000635555	0	0	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0	0	0	0	0	0
g__Fastosarion	0	0.000536139	0	0	0.000729501	0	0	0	0	0	0	0	0	0.000279447	0	0	0	0	3.98422E-05	0	0.003839509	0.000460193	9.06427E-05	0	0	9.88973E-05	0	0	0	0	0	0	0	0	0	4.32563E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Helicarion	0	0	0	0	0	3.49235E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.99211E-05	0	1.91975E-05	0.000184077	6.04284E-05	0.00035868	0.000479501	0.000296692	3.98089E-05	0	0	0.000132039	0	0.000413822	0	0.000272381	0	0.000692101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Oestophora	0	3.35087E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001235109	5.22248E-05	0	0.000184077	0	0.00155428	0.000239751	0	0.000517516	0	0	0	0.00107095	0.001862197	0.000226296	0.000272381	0.000484731	0.005623324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Salinator	2.49838E-05	0	0	0	0	0	0	0.000199649	0	0.000415596	0	0	0.010135135	0.002794467	0	0	3.60477E-05	0	0.000119527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001938924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sulcospira	0.000224854	0.010253661	0	3.43808E-05	0.003501605	6.9847E-05	1.4079E-05	0	0.000382882	0	7.20877E-05	0.000223334	0.000205999	0.002375297	0.003612523	0	0.003352439	0	0.001772979	0.000261124	0.002130927	0.006534745	0.00172221	0.0023912	0.006473268	0.003609751	0.00294586	0.001676402	0.00102429	0	0.012851406	0.007034968	0.048427246	0.070455784	0.005816772	0.001557228	0	0	0.000922692	0	0.000941176	0	0.00106082	0.000176991	0	0.000753239	0.000199912	0.000506272	0	0	0	0.002164155	0	0.001065202
g__Bulinus	0	0.000603157	6.99545E-05	0.000653235	0.000583601	0.000314312	7.03948E-05	0.00143747	0.003475392	0.001095663	0.000408497	0.000178667	0.000164799	0.000139723	0.000133797	0	0.000829098	0.000491884	1.99211E-05	0.000208899	0.000326358	9.20387E-05	0	0.00011956	0	0.000445038	7.96178E-05	0	0	0.000924275	0.000267738	0.000413822	0.000905182	0.000817142	0	0.000216282	0.000547345	0.001225627	0	0	0	0.000437019	7.07214E-05	0	0.000447427	0.000301296	3.99824E-05	0.000112505	0	1.68325E-05	0	0.003366464	0	0.000252285
g__Choanomphalus	2.49838E-05	0.000100526	0	0.000171904	0.006127809	0.000139694	8.44737E-05	0.018207954	0.00011781	0.001473477	7.20877E-05	4.46668E-05	0.022783454	0.004331424	0.001337972	6.8055E-05	0.00032443	0	5.97633E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263626	0.000141784	0.001411765	0	0	0	0	0	7.99648E-05	0	0	0	0	0.000160308	0	0
g__Glyptophysa	0.00372258	0.00050263	0.00741518	0.000171904	0.004231106	0.000104771	2.81579E-05	0.000119789	0.000382882	0	0.000144175	8.93336E-05	0.000659196	0	0.000267594	0.00013611	7.20955E-05	6.14855E-05	0.001872585	0.000574473	0.004242657	0.00202485	0.001843067	0.009325681	0.004075761	0.007021708	0.00111465	0.001912146	0.005414106	0.003631082	0.005087015	0.001034554	0.010183299	0.00463047	0.005089675	0.002811662	0.00410509	0	6.59065E-05	3.54459E-05	0	6.72337E-05	0	0.001858407	0.000447427	0.000602591	0.000479789	0	0	0	0	0	0	0
g__Testudinella	0	0	0	0	0	0	0.001900659	0	0	0	0	0	4.11997E-05	0	0	0	0	0	1.99211E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anuraeopsis	9.9935E-05	0.000368596	6.99545E-05	0.000378189	0	0.000174618	0.121980064	0.043084172	0.013253615	0.035136769	0.000432526	0	0.00156559	0.000279447	0	0.00013611	0.000504668	0	0.001175346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005747126	0	0	0.00251666	0	0	0.000141443	8.84956E-05	0	0	0	0	0.010944123	8.41623E-05	5.94654E-05	0.000160308	0	0
g__Brachionus	0.002273522	0.000167543	0.114655474	0.004607027	0.0002918	0.085667388	0.014318297	0.116475004	0.039996466	0.061168203	0.00153787	0.001920672	0.000123599	0.00251502	0	0.00013611	0.003136152	0.228418593	0.000258974	0	0.049145709	0.000184077	0.000332356	0.135939742	0.000719252	0.000395589	0.000398089	0.000157163	0.000438982	0.020136001	0.000267738	0.001655287	0	0	0	0	0.492063492	0	0.002372636	0.031298738	0	0.059569032	0.000212164	0.000265487	0.495525727	0.489304007	0.000199912	0	0	0	0.00032706	0	0	0.002186466
g__Keratella	0.045020737	0.003116309	6.99545E-05	0.001822182	0.031076744	0.000523853	0.001689475	0	0.003711012	0.007140698	0.000240292	0.002144006	0.006509558	0.001397233	0.000133797	6.8055E-05	0.006488591	0.152709461	7.96844E-05	0	0	0	0	0.00095648	0	0	0	0	0	0.000132039	0.000803213	0.048830954	0.000452591	0	0.000242365	0	0.017788725	0	0.002438542	3.54459E-05	0.001411765	0	0	8.84956E-05	0	0	0.000479789	5.62525E-05	0.003776493	0	0.000148664	0.009899006	0	0.011184616
g__Lecane	0.047344226	0.003049291	0.003077999	0.0042976	0	0.01697283	0.006208819	0.002555502	0.001943864	0.000642285	7.20877E-05	0.000670002	4.11997E-05	0	0	0	0.001550052	0.000368913	9.96056E-05	0	7.67902E-05	9.20387E-05	9.06427E-05	0.050334768	0.000959003	4.94486E-05	0.013216561	2.61938E-05	0	0	0.006157965	0.000620732	0	0	0.001211827	0	0.005747126	0	0	0	0	0	0	0	0.002684564	0.000150648	0	0	0	0	0	0	0	0
g__Cephalodella	0.051916254	0.00026807	0.000279818	0	0.0001459	0.000209541	0.023723039	0	0.000618502	0.047642436	2.40292E-05	0.000223334	0.000123599	0	0	6.8055E-05	0.001730291	0	0.000219132	5.22248E-05	0	0	0	0	0	0	0	0	0	0	0.000267738	0.148355059	0	0	0.000484731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Proales	0	0	0	0	0	0	0.003322633	0	0	3.77815E-05	0	4.46668E-05	0	0	0	0	0	0	1.99211E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Polyarthra	0.018313096	0.025734678	0.036726128	0.057966032	0.024365334	0.007438709	0.695303261	0.100822552	0.040850588	0.087615233	0.129373318	0.005092014	0.007621951	0.004750594	0.004415306	0.015516537	0.046177139	0.274942614	0.103310889	0	0.060491457	0.01988035	0.004169562	0.0005978	0	0.139346289	0.030015924	0.001571627	0.000585309	0.000396118	0.000267738	0.003724395	0	0.000363174	0.035870092	0	0.013136289	0	0.00191129	0	0	0.038726594	0.003253182	0.000530973	0.027069351	0	0.003358522	0.000187508	0.010327553	0.000235655	0.000148664	0.000721385	0	0.003139541
g__Synchaeta	0.012741718	0.002211574	0.007345226	0.000653235	0	0.102989453	0.008123557	0.000598946	0.010720702	0.000831192	0.03078143	0.000178667	4.11997E-05	0.001536957	0.00093658	0.00068055	0	0.000696836	0.003545958	0.00010445	0.009445191	0.060193281	0.000815784	0.008608321	0	0.014043416	7.96178E-05	0.00720329	0	0.00396118	0.000267738	0.000413822	0	0.000272381	0.006301503	0.000259538	0.001094691	0	0	0.000744364	0	0.048744411	0.000212164	0.000442478	0	0	0	3.75016E-05	0	0	0.000237862	4.00769E-05	0	2.80316E-05
g__Trichocerca	0.057937341	0	0.002868136	0.035859176	0.018675226	0.003597122	0.0899786	0.244729276	0.008688481	0.014130271	0.000576701	0.001295337	0.001812788	0	0	0.000476385	0.000720955	0.112436465	0.00089645	0	0	0	6.04284E-05	0	0	0	0	2.61938E-05	0	0	0	0	0.001131478	0	0	0	0.009031199	5.57103E-05	0	0	0	6.72337E-05	0.000141443	0.000884956	0.001118568	0	0	0	0.015414258	0.002188221	8.91981E-05	8.01539E-05	0	5.60632E-05
g__Cunea	0.009893569	0.002245083	0.002868136	0.013064705	0.006127809	0.005343298	0.006180661	0.002236065	0.002915795	0.002531359	0.00768935	0.001786671	0.012689519	0.013832611	0.015921862	0.005036069	0.000360477	0.000471389	0.000498028	0.00010445	0.000403148	0.008099402	0.00522706	0.00143472	0.000479501	0.002472432	0.015883758	0.00117872	0.000877963	0.000858256	0.000535475	0.001862197	0.00203666	0.005175232	0.007028599	0.000173025	0.000273673	0.0036026	0.001054505	0.020700411	0.002352941	0.044441456	0.033168317	0.004424779	0.001118568	0.001205182	0.007396745	0.000881289	0.00716763	0.006497332	0.004281509	0.014107086	0.007495795	0.004485059
g__Korotnevella	0.017363714	0.019602587	0.019377405	0.011070618	0.027429238	0.00754348	0.000746185	0.011379971	0.031749772	0.020326432	0.018454441	0.546453457	0.18436882	0.199524941	0.150388012	0.541309378	0.201290509	0.000881292	0.00304793	0.005170253	0.008024573	0.008559595	0.013838112	0.026781444	0.01822105	0.00806013	0.007444268	0.006338895	0.072139303	0.009770912	0.026238286	0.014483758	0.013804028	0.027692028	0.008482792	0.009646163	0.000273673	0.003918292	0.177618137	0.123989792	0.047058824	0.029280264	0.066265912	0.216725664	0.0049217	0.019282917	0.019471433	0.026494909	0.031599229	0.017303776	0.007879166	0.054384418	0.003085725	0.050008409
g__Vexillifera	0.010318293	0.002144557	0.033997901	0.024582273	0.015611322	0.006425927	0.00040829	0.004631848	0.019762613	0.008765301	0.000192234	0.057575487	0.025626236	0.020539332	0.046962804	0.007622159	0.001081432	0.000204952	0.00053787	0.004021308	0.005356114	0.006902899	0.004864489	0.00310856	0.028290578	0.004648173	0.011425159	0.011001388	0.038923032	0.00204661	0.010441767	0.011793917	0.022403259	0.024241874	0.00484731	0.00177351	0.021072797	3.71402E-05	0.074672115	0.03353183	0.000941176	0.00403402	0.004101839	0.136106195	0.026174497	0.011449232	0.000519771	0.000956292	0.000924855	0.003299163	0.002051557	0.009778775	1.32435E-05	0.004989628
g__Vannella	0	0.001641926	0	0	0.0002918	0	0	7.98594E-05	0.00011781	0.001397914	0	0.000312668	0.001029993	0.001397233	0.000535189	0.000204165	0.017627339	0	1.99211E-05	0.001148945	0.001919754	0	0	0.00023912	0.000719252	0.00108787	7.96178E-05	0.000183356	0	0.000132039	0.000535475	0	0	0.008080625	0	0	0.000547345	0	0	7.08918E-05	0	0.000134467	0.000777935	0.000442478	0	0	0	1.87508E-05	0	0.000117827	0	0.000120231	0	2.80316E-05
